StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,PID
7/30/2022 8:46,7/30/2022 8:47,IP Address,100,40,TRUE,7/30/2022 8:47,R_31zIz7TsmxndqMd,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62d5b21d270815d0579d8c5c
7/30/2022 8:46,7/30/2022 8:47,IP Address,100,42,TRUE,7/30/2022 8:47,R_2dhUMyVxmAOuTMo,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5db4a409d27e05000f0eaa00
7/30/2022 8:46,7/30/2022 8:47,IP Address,100,49,TRUE,7/30/2022 8:47,R_28Zjzer0NdvhAM3,,,,,anonymous,EN,Other,No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",606cb45b87e16e7d31ddf250
7/30/2022 8:46,7/30/2022 8:47,IP Address,100,46,TRUE,7/30/2022 8:47,R_2Pecz2zFcK0sR77,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6101a0a703b427843123c2ac
7/30/2022 8:46,7/30/2022 8:47,IP Address,100,65,TRUE,7/30/2022 8:47,R_31TcsJAXuipgBRH,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",5eef99e5ba5947487c3c5f8b
7/30/2022 8:44,7/30/2022 8:48,IP Address,100,201,TRUE,7/30/2022 8:48,R_2qr7f7xqXC915h6,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5d011cca2e4a6800177e8e08
7/30/2022 8:47,7/30/2022 8:48,IP Address,100,70,TRUE,7/30/2022 8:48,R_Z2BDbUdmdve8jKh,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6101dc4f5886c55e15784992
7/30/2022 8:47,7/30/2022 8:48,IP Address,100,46,TRUE,7/30/2022 8:48,R_cCl5WcdPXDuHmlH,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",5a9ac2e31ade740001b8fe2b
7/30/2022 8:47,7/30/2022 8:48,IP Address,100,48,TRUE,7/30/2022 8:48,R_2Es1JD5l1JbOPEJ,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5cbe17ed7d21cd0013e90fee
7/30/2022 8:47,7/30/2022 8:48,IP Address,100,57,TRUE,7/30/2022 8:48,R_4Zz3eIisfGqmxTX,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5c509cad3e4c8400010ac228
7/30/2022 8:48,7/30/2022 8:48,IP Address,100,42,TRUE,7/30/2022 8:48,R_TjcNxHJa3bdnjYR,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5fa41b6733b31601ac3f79c5
7/30/2022 8:47,7/30/2022 8:48,IP Address,100,98,TRUE,7/30/2022 8:49,R_PZpXoxtGKjWQWHf,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62c08fa6cab36e3a08790b49
7/30/2022 8:47,7/30/2022 8:49,IP Address,100,122,TRUE,7/30/2022 8:49,R_1GEq4pH0EiXQRBd,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,21,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",62cd9b920ed1b7c1648818d3
7/30/2022 8:47,7/30/2022 8:49,IP Address,100,94,TRUE,7/30/2022 8:49,R_3JsIANTojvZYPnm,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",5dd1f583946f7c24ccfae358
7/30/2022 8:48,7/30/2022 8:49,IP Address,100,55,TRUE,7/30/2022 8:49,R_2xQAP9TYimb6YYF,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",61766e9e5daf1f0ae95530f8
7/30/2022 8:49,7/30/2022 8:49,IP Address,100,39,TRUE,7/30/2022 8:49,R_31GhElgagEOfSfp,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5d083644613fce001b2a1001
7/30/2022 8:48,7/30/2022 8:49,IP Address,100,69,TRUE,7/30/2022 8:49,R_3lYclzM5gboG0Ci,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62bf08532d8d4b73d85c21ae
7/30/2022 8:49,7/30/2022 8:50,IP Address,100,49,TRUE,7/30/2022 8:50,R_3D6gvTDBkxcD0GD,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5f11f98efbaf2b0ef855ec6b
7/30/2022 8:49,7/30/2022 8:50,IP Address,100,43,TRUE,7/30/2022 8:50,R_9XE6XOMVK4uBJzr,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ca5435273897b0001de44ff
7/30/2022 8:50,7/30/2022 8:51,IP Address,100,65,TRUE,7/30/2022 8:51,R_1mQVbq4b1NmPJqu,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5f4a761d2a3d075f5bf652cc
7/30/2022 8:49,7/30/2022 8:51,IP Address,100,104,TRUE,7/30/2022 8:51,R_2chp4OHtZVeXrKZ,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Often,Often,Often,"Yes, use the responses.",6114b416d9c506518392523e
7/30/2022 8:50,7/30/2022 8:51,IP Address,100,49,TRUE,7/30/2022 8:51,R_x9mCp5l6GZiSfRv,,,,,anonymous,EN,Someone claiming to be from the Social Security Administration (but wasn't),No,,No,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5ad13714a010190001b35d66
7/30/2022 8:50,7/30/2022 8:52,IP Address,100,67,TRUE,7/30/2022 8:52,R_3iwgOHkV817TYCo,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",60db58d0caaad90d54013aa7
7/30/2022 8:51,7/30/2022 8:52,IP Address,100,40,TRUE,7/30/2022 8:52,R_2P5roel8LQEQeJL,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5e7247f3be8fd016888bafac
7/30/2022 8:50,7/30/2022 8:52,IP Address,100,88,TRUE,7/30/2022 8:52,R_PNeIlnVZsSkrwwp,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,85,No,No,Often,Often,Often,"Yes, use the responses.",617531b45568af8db14c3a1f
7/30/2022 8:51,7/30/2022 8:52,IP Address,100,97,TRUE,7/30/2022 8:52,R_3JzpdcASGUb6sCI,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",5b14b4babd9c31000156ebc4
7/30/2022 8:52,7/30/2022 8:53,IP Address,100,35,TRUE,7/30/2022 8:53,R_3GEcmzsyRl8Wv0c,,,,,anonymous,EN,,,,,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5b170a8bdbae3e00017e6c11
7/30/2022 8:52,7/30/2022 8:53,IP Address,100,86,TRUE,7/30/2022 8:53,R_6VwmYbBCWe558ad,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,100,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5fb47b35d6da7d1a6ae54f08
7/30/2022 8:52,7/30/2022 8:53,IP Address,100,73,TRUE,7/30/2022 8:53,R_30xgXpd1DLJd8TX,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5be7a0007514d00001087731
7/30/2022 8:53,7/30/2022 8:54,IP Address,100,39,TRUE,7/30/2022 8:54,R_dcdYDGIa7WYHYzL,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60fded771d362f0624a42a38
7/30/2022 8:54,7/30/2022 8:55,IP Address,100,72,TRUE,7/30/2022 8:55,R_2CrJBxlJCRQA1pc,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5fc2a0d49893540008bd113f
7/30/2022 8:54,7/30/2022 8:55,IP Address,100,81,TRUE,7/30/2022 8:55,R_2EiLGB1Weq5HskD,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",610026771697bc5fbb3b0f96
7/30/2022 8:54,7/30/2022 8:55,IP Address,100,52,TRUE,7/30/2022 8:55,R_DULHPMrJANcI133,,,,,anonymous,EN,,,,,No,Some of the time,Some of the time,Often,"Yes, use the responses.",60393d92ed55293a04c77920
7/30/2022 8:54,7/30/2022 8:55,IP Address,100,52,TRUE,7/30/2022 8:55,R_2vhINN2Sr1exOxT,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",62db76a315d362749f584469
7/30/2022 8:54,7/30/2022 8:55,IP Address,100,69,TRUE,7/30/2022 8:55,R_Y06raV6xGbD7aiB,,,,,anonymous,EN,Someone claiming to be from the company where you work (but wasn't),No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5cb67a7ab73e8a001507fae5
7/30/2022 8:55,7/30/2022 8:55,IP Address,100,28,TRUE,7/30/2022 8:55,R_2CjGFGc6EAGreJn,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5d617ba9364f9a0019f1dac3
7/30/2022 8:55,7/30/2022 8:56,IP Address,100,40,TRUE,7/30/2022 8:56,R_3hcqukAu2hJYR1I,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6147970dcfd3a1be94292adb
7/30/2022 8:52,7/30/2022 8:56,IP Address,100,249,TRUE,7/30/2022 8:56,R_3Po5ZYz3NFUPHMt,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5b26da1934ffd00001b45d8d
7/30/2022 8:55,7/30/2022 8:56,IP Address,100,40,TRUE,7/30/2022 8:56,R_3oSXXlHJhUFBJak,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5e9402c78b4a3c252eafa204
7/30/2022 8:55,7/30/2022 8:56,IP Address,100,48,TRUE,7/30/2022 8:56,R_4IsEmUjOPN7zb1v,,,,,anonymous,EN,"Someone selling fraudulent goods or services,Other",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",55c664aefdf99b5cd4c4e618
7/30/2022 8:55,7/30/2022 8:56,IP Address,100,59,TRUE,7/30/2022 8:56,R_32WIzDWzApcD6y8,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Not Sure,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5b1505b69663ee0001463400
7/30/2022 8:55,7/30/2022 8:57,IP Address,100,125,TRUE,7/30/2022 8:57,R_2y11pBSgvUKhyrX,,,,,anonymous,EN,Someone claiming to be from the Social Security Administration (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5cb788bf7f88600001242d9d
7/30/2022 8:56,7/30/2022 8:57,IP Address,100,65,TRUE,7/30/2022 8:57,R_3qPeg17k5lM6Tsf,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,Often,Often,Often,"Yes, use the responses.",5b18248744127b00013f90ce
7/30/2022 8:56,7/30/2022 8:58,IP Address,100,78,TRUE,7/30/2022 8:58,R_3gZ1fQh4MLwuk79,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Not Sure,,Not Sure,Yes,Often,Often,Often,"Yes, use the responses.",612c8a2a972e8f6903a32683
7/30/2022 8:56,7/30/2022 8:58,IP Address,100,109,TRUE,7/30/2022 8:58,R_1qVsidshkkQlQSa,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,50,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5c4350f64fe4f800016e35f9
7/30/2022 8:57,7/30/2022 8:58,IP Address,100,57,TRUE,7/30/2022 8:58,R_eeBQYGCBD09AZ7H,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ef68aac3083cd173cffd7e5
7/30/2022 8:57,7/30/2022 8:58,IP Address,100,50,TRUE,7/30/2022 8:58,R_3LhAsB88sO0Ff9E,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62b601e089d3d1134aed066b
7/30/2022 8:57,7/30/2022 8:58,IP Address,100,47,TRUE,7/30/2022 8:58,R_1mKsSsixxRPsFmS,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",60ffea6791b8a6fca294f97c
7/30/2022 8:58,7/30/2022 8:59,IP Address,100,60,TRUE,7/30/2022 8:59,R_71k4PTCCvXFLcIN,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62d5d5f1b098bfa3815f7d79
7/30/2022 8:58,7/30/2022 8:59,IP Address,100,57,TRUE,7/30/2022 8:59,R_3Olg44Xmli1RMD4,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",5f4e74b1ade9a50467c527dd
7/30/2022 8:58,7/30/2022 9:00,IP Address,100,74,TRUE,7/30/2022 9:00,R_u1yaZezck2ntbNL,,,,,anonymous,EN,,,,,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5658f4787d69570012dfe2d1
7/30/2022 8:59,7/30/2022 9:00,IP Address,100,57,TRUE,7/30/2022 9:00,R_UaUHnqVC4M55Wed,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62d43bf9cb693bf6980c5ea9
7/30/2022 8:59,7/30/2022 9:00,IP Address,100,46,TRUE,7/30/2022 9:00,R_1hL3wAjB7MpC7qP,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6111496fa659d1105ef94acf
7/30/2022 9:00,7/30/2022 9:00,IP Address,100,49,TRUE,7/30/2022 9:00,R_3IYV7aGzhuTkIOQ,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",596ce6a4a77bc600015ad00f
7/30/2022 8:59,7/30/2022 9:00,IP Address,100,87,TRUE,7/30/2022 9:00,R_3DhFG7VYWxzsqT3,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",6094a41f36a19091aa12d460
7/30/2022 9:00,7/30/2022 9:00,IP Address,100,43,TRUE,7/30/2022 9:00,R_1qU58jgh34KKpmO,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",61086791465482e3ec238c87
7/30/2022 9:00,7/30/2022 9:01,IP Address,100,46,TRUE,7/30/2022 9:01,R_2wjcPMetmyDtp7v,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",5c50dd9acc71f4000125cb2e
7/30/2022 9:00,7/30/2022 9:01,IP Address,100,76,TRUE,7/30/2022 9:01,R_3j668KbUv9bxKIf,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5c83f1ed20b39a001440b6b1
7/30/2022 9:00,7/30/2022 9:01,IP Address,100,69,TRUE,7/30/2022 9:01,R_3MS4XlALjZ2tzg0,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5dc4c7fe96a93938462aa2bc
7/30/2022 9:00,7/30/2022 9:01,IP Address,100,65,TRUE,7/30/2022 9:01,R_3DTKSmAaQAtX7Rn,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",5c06c79f00a1850001b9e097
7/30/2022 9:00,7/30/2022 9:01,IP Address,100,84,TRUE,7/30/2022 9:01,R_2Wv5LHNByLcFX5T,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Often,Some of the time,Hardly ever,"Yes, use the responses.",62e15dfab54f025985de6b5c
7/30/2022 9:01,7/30/2022 9:02,IP Address,100,48,TRUE,7/30/2022 9:02,R_eR8hmW2q3E0dMXv,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62a727b17f560cae1acd70ea
7/30/2022 9:01,7/30/2022 9:02,IP Address,100,44,TRUE,7/30/2022 9:02,R_1jjOgUU9O0lGk7F,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5aeb8db38db5b00001ad8d26
7/30/2022 9:00,7/30/2022 9:02,IP Address,100,100,TRUE,7/30/2022 9:02,R_DTDmxx1vyxIimgV,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d730aab6b4b16001ab9699e
7/30/2022 9:01,7/30/2022 9:02,IP Address,100,66,TRUE,7/30/2022 9:02,R_28Um6dDHDpVjwkT,,,,,anonymous,EN,,,,,No,Often,Some of the time,Some of the time,"Yes, use the responses.",5cb2e89bc29be80001b13ed6
7/30/2022 9:00,7/30/2022 9:02,IP Address,100,129,TRUE,7/30/2022 9:02,R_2yefnWXxeKr4F6q,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services,Other",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62d76c12d098bf4decd10802
7/30/2022 9:02,7/30/2022 9:03,IP Address,100,45,TRUE,7/30/2022 9:03,R_1lnOsESW54r4FsZ,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ced23c585712e00190bd98a
7/30/2022 9:02,7/30/2022 9:03,IP Address,100,64,TRUE,7/30/2022 9:03,R_3HuIaIujIupCaZl,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",61506ea233ec8668ddd21f90
7/30/2022 9:02,7/30/2022 9:03,IP Address,100,70,TRUE,7/30/2022 9:03,R_qONt5YuHPfPrJ0l,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",610dd74ebf5c4e1977a3e54e
7/30/2022 9:02,7/30/2022 9:03,IP Address,100,81,TRUE,7/30/2022 9:03,R_124OYIg3zR0a9RP,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",611276cd39c2179c678fca78
7/30/2022 9:02,7/30/2022 9:03,IP Address,100,62,TRUE,7/30/2022 9:03,R_3RfOUEzn6dgBDSG,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,Yes,Often,Often,Often,"Yes, use the responses.",62d50a67450c71dacc487db8
7/30/2022 8:59,7/30/2022 9:03,IP Address,100,236,TRUE,7/30/2022 9:03,R_1fkZX4A7irs0YqA,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",611c31c77df20ecc6881cc44
7/30/2022 9:03,7/30/2022 9:04,IP Address,100,44,TRUE,7/30/2022 9:04,R_1mguA1qZ8VV8EG1,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,Often,Often,Often,"Yes, use the responses.",5a18805f087f2e0001eaf737
7/30/2022 9:03,7/30/2022 9:04,IP Address,100,69,TRUE,7/30/2022 9:04,R_3JlvZsOZuWj3voM,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",61506f90721dcdeca6e77c2d
7/30/2022 9:03,7/30/2022 9:04,IP Address,100,63,TRUE,7/30/2022 9:04,R_3qJ0EfPqzS92huY,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",605cd1b167207b8209b39fee
7/30/2022 9:03,7/30/2022 9:04,IP Address,100,66,TRUE,7/30/2022 9:04,R_0BtNhPpnZao2Obv,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60bd28cc95ab27d4f4f6ada3
7/30/2022 9:03,7/30/2022 9:05,IP Address,100,93,TRUE,7/30/2022 9:05,R_zTOJLzhed3HdPPP,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,Often,Hardly ever,Some of the time,"Yes, use the responses.",6080944fe2317f8b0126dafc
7/30/2022 9:04,7/30/2022 9:05,IP Address,100,71,TRUE,7/30/2022 9:05,R_3EXrOAIRl6ygfMP,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,150,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62e153b9b4357cf4f7bd969a
7/30/2022 9:04,7/30/2022 9:05,IP Address,100,47,TRUE,7/30/2022 9:05,R_2VEXWBKfnG9zasS,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",608eb34a99535669096e0655
7/30/2022 9:03,7/30/2022 9:05,IP Address,100,126,TRUE,7/30/2022 9:05,R_2cbEngt21h3k10Z,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,$100 ,No,No,Often,Often,Often,"Yes, use the responses.",5ee09c1a0c2ad1027f541f53
